learning_hours_per_week,quiz_score,coding_score,challenge_score,attempts,errors,time_spent_minutes,modules_completed,qubits_score,superposition_score,measurement_score,quantum_gates_score,entanglement_score,bell_states_score,quantum_circuits_score,grover_score,shor_score,age_group_18-24,age_group_25-34,age_group_35+
-0.6972157233417737,-0.08153838713398218,0.19128623071340373,-0.4594208203833571,0.7186159630157255,0.09052848082613564,0.3156897099663855,0.270836446722731,-0.16755096568389985,-0.6237849330018028,0.04171225592473471,0.5880064867314934,1.117505128167181,0.5661638810292,-0.139850897880477,0.44799190824220564,0.07912889872523715,1.0,0.0,0.0
-1.3434506883341488,-1.5801179888283268,-1.4467097783787763,-1.6497783310787255,1.366017731498361,1.9831099615118986,-1.1144194642760283,-1.7655278143504343,-0.6041658599741936,-2.1659969364071885,-1.5807127010366708,-1.9359688402589772,-1.6522361704938648,-1.5472450719321886,-1.3643438994236856,-1.342692560454931,-1.655320298651149,0.0,0.0,1.0
-0.5715589245932561,-0.23251469028975508,-1.0451365632465,-0.17352709510717682,0.07121419453308983,0.09052848082613564,-0.14366013186736626,-0.5437092577065351,-0.3713045830193701,-0.16039728878610088,-0.7984720967874214,0.4341750333934736,0.10307312989214781,0.24455817079594555,0.06135687232615354,0.7783588289376666,-0.2582571095315394,0.0,1.0,0.0
0.8465678041400116,0.26514793863112757,-0.14159682919887817,1.1571782443601348,-0.5761875739495458,1.3522494679499775,-0.3335247331586504,0.270836446722731,0.6620173334676587,0.940148366226193,0.20830053275559313,0.14930197165640016,0.4393174439271311,0.7097378588119031,0.0843520460640545,0.701752006747415,0.920217961562553,0.0,1.0,0.0
0.43369546539488296,0.7572188526203152,1.7130373617409769,1.0012362123913092,0.07121419453308983,-0.22490176595482486,-0.10078747996288302,0.270836446722731,-0.4731813916871057,1.3456125549149334,-0.24076351783193903,0.2461588126470053,0.10307312989214781,0.6810230632553624,0.7454632910286977,0.17986803057632417,0.2929651011415039,1.0,0.0,0.0
0.07467604039911897,0.7124851331667529,0.5505885810949139,1.0376226865173688,-1.2235893424321813,-0.8557622595167458,0.39224801693867745,0.678109298937364,1.0040323339950548,1.410776442382766,1.0050270741205691,1.3229789860131431,1.3910598243312349,1.3184915246105644,0.7627096713321231,0.7209037122949776,1.0010005269198095,1.0,0.0,0.0
0.4695974078944592,0.9417454453662613,0.9627295124148816,0.7881154353672476,0.07121419453308983,-0.22490176595482486,0.5729256213932862,0.270836446722731,0.7857248868499078,1.2804486674470998,0.2807302183342273,0.7532328625389962,-0.4155409815855379,0.7786533681476007,0.0038689379814019556,0.40011264437329824,0.8109239025497945,1.0,0.0,0.0
-0.10483367209876301,0.013520766704838356,-0.3053964301080962,0.9284632641391908,-1.2235893424321813,-0.8557622595167458,-0.7193786002990017,-0.13643640549190206,1.3169396749030993,0.2957499234887322,0.9760551998891162,-0.6027629113294733,0.08027690521180966,0.14692786590370732,0.5787482814289178,0.7831467553245578,0.46878597868376753,0.0,0.0,1.0
0.0028721553999661144,0.013520766704838356,-0.9130401109003564,-1.3742807412671336,-0.5761875739495458,-0.22490176595482486,-0.11303680907844947,-0.13643640549190206,-1.033503839359649,-1.1306151688627275,0.8022239545003936,-0.6027629113294733,0.21135519712375284,-0.3067659038896342,-0.7204790347624677,-0.34201594559476634,-0.6051469490068165,0.0,1.0,0.0
-0.8767254358396555,-1.0992305047025295,-1.208936164155718,-1.4834401636453116,2.0134194999809965,1.9831099615118986,-1.022549495909278,-1.358254962135801,-1.8557952236063693,-1.7677731796593188,-1.1171627133334123,-1.1668115735688787,-1.7434210692152163,-1.5989317039339614,-2.1576773933812574,-2.017790181006525,-2.30633273711845,0.0,1.0,0.0
-0.73311766584135,0.4049408119235105,0.23884095355801493,-0.49060922677712204,-0.5761875739495458,-0.22490176595482486,-0.6826306129523019,0.270836446722731,0.7930018017547467,0.165422148553065,-0.5956689771672459,0.5025445682103713,-0.07929666755055499,0.4283328623578056,0.8431927794147756,0.4144764235339707,0.09338464555298813,1.0,0.0,0.0
0.14647992539827182,0.04707105629501073,-0.18386769394964433,-1.2235367770306025,-0.5761875739495458,-0.8557622595167458,-0.5203270021710426,-0.13643640549190206,0.3200023329402617,-0.1676377207269708,0.9832981684469791,0.889971932172791,0.29114198350493475,0.03781164278885269,-0.4560345367766107,0.041018165356492796,0.25494977626750076,0.0,0.0,1.0
0.056725069149330835,0.3434319476748623,0.10674450121187143,0.26311059440553475,0.7186159630157255,-0.5403320127357853,0.1503237669062347,-0.13643640549190206,0.28361775841607056,0.20886474019828774,1.0846997282570674,0.9184592383464983,0.5646966796689885,0.17564266146024793,-0.9159380115346234,0.25168692637968526,-0.11094772564477777,0.0,1.0,0.0
-0.8946764070894438,-1.3899996811506856,-1.3516003326895527,-1.3326961994087803,0.7186159630157255,0.7213889743880566,-1.8126312238633309,-1.7655278143504343,-1.7320876702241192,-0.913402210636617,-1.1678634932384564,-1.4174998678975035,-1.1621173398666018,-1.9549951688350653,-0.984923532748325,-0.6197156760344291,-1.4414840962348823,1.0,0.0,0.0
-0.9664802920885965,-1.143964224156092,-1.066271995621883,-1.2911116575504267,0.7186159630157255,0.7213889743880566,-1.2185387617583456,-0.950982109921168,-1.3464111802676932,-0.5006975900070066,-0.24076351783193903,0.05814259190053699,-1.4470701483708248,-0.7719455919055921,-1.232121650430757,-0.8064448051231679,-0.31052818123329357,1.0,0.0,0.0
0.43369546539488296,0.8634614363225266,0.2335570954641695,0.5438062519494211,0.07121419453308983,0.4059587276070961,0.1319497732328848,0.678109298937364,1.586185526382113,0.6939736802366016,0.526991149301584,0.8728795484685667,1.0719126788065056,0.9681710188207685,0.7684584647665978,0.8980569886099351,0.20743062017499703,1.0,0.0,0.0
-0.3202453270962213,-0.17659754097280192,0.22298937927647788,1.469062308297786,1.366017731498361,-0.22490176595482486,0.6402969315289037,0.270836446722731,-0.1238894762548709,-1.195779056330561,-1.1823494303541828,-0.5685781439210245,-0.3129579705240174,0.3421884756881838,-0.2778219403078807,-0.7011104246115718,-0.4150703246368016,1.0,0.0,0.0
0.07467604039911897,0.6733431286448854,-0.47976374720500553,-0.07476380819358718,0.7186159630157255,-0.22490176595482486,0.4565569947954025,-0.13643640549190206,0.7566172272305555,0.25230733184350945,0.08517006727191481,0.2347638901775222,0.8667466566834654,0.5431920445839681,0.6362362157736694,0.3378696013437188,1.276611632256331,1.0,0.0,0.0
0.5054993503940358,-0.23810640522145085,-1.039852705152654,-0.3294691270760024,0.07121419453308983,0.09052848082613564,0.3432507004764103,-0.13643640549190206,-0.10205873154035539,-0.008348218027822839,0.961569262773389,-1.0984420387519813,0.6045900728595799,-0.858089978575214,-0.4215417761697597,0.17986803057632417,-0.08243623198927547,1.0,0.0,0.0
-0.06893172959918674,-0.38908270837722453,0.21242166308878624,-0.2514981110915896,0.7186159630157255,-0.8557622595167458,1.0230884663903634,0.270836446722731,-0.7205964984516049,0.6722523844139897,-0.9071166251553732,0.6620734827831323,-1.2590012947580373,-0.22062151722001236,0.6074922486012936,-0.5431088538441772,-0.33428775927954546,1.0,0.0,0.0
1.7620673378792093,0.6845265585082763,1.0367035257287223,1.0636130251788396,-1.2235893424321813,-1.4866227530786669,0.4688063239109694,1.085382151151997,1.3023858450934227,0.42607769842439835,0.7515231745953496,1.4882053618206452,0.8097560949826209,0.6867660223666711,0.0843520460640545,1.5970942410959834,1.2433482229915782,0.0,1.0,0.0
-0.6074608670928326,-1.2110648033364357,-0.43220902436039393,-0.6621454619428302,0.07121419453308983,0.09052848082613564,0.37693635554421906,0.678109298937364,-0.21848937001776766,-0.21108031237219252,-0.4942674173571587,-1.0300725039350835,-1.3558852496494733,-0.21487855810870415,-0.36980263525948337,-0.6101398232606479,-0.5623797085235632,1.0,0.0,0.0
